lat,long,City,State
46.515059,-122.645364,Lewis,WA
42.824984,-124.44093,Curry,OR
46.709635,-122.186056,Lewis,WA
46.280624,-119.491349,Benton,WA
41.770145,-73.072819,Litchfield,CT
46.226667,-88.453333,Iron,MI
37.649722,-112.433611,Garfield,UT
37.736505,-91.890579,Phelps,MO
43.324073,-94.973725,Dickinson,IA
41.7273,-74.615409,Sullivan,NY
40.944692,-73.992139,Bergen,NJ
37.044167,-83.404167,Leslie,KY
33.119412,-83.823529,Monroe,GA
40.634398,-79.620101,Armstrong,PA
42.406111,-83.58,Washtenaw,MI
39.50537,-80.886067,Tyler,WV
43.048056,-71.249167,Rockingham,NH
42.43153,-78.627978,Cattaraugus,NY
36.925771,-93.530339,Stone,MO
30.764059,-95.933569,Grimes,TX
41.479848,-79.940292,Venango,PA
33.985217,-83.003827,Madison,GA
40.786389,-78.367222,Clearfield,PA
70.5,149.88,Oliktok Dew,AK
39.327624,-76.052156,Kent,MD
43.72579,-88.784099,Fond Du Lac,WI
40.706652,-91.226767,Lee,IA
63.776555,-171.701685,Nome,AK
17.963333,-66.063333,Arroyo,PR
48.07,96.18,Thief River,MN
40.740833,-75.2575,Northampton,PA
39.178889,-74.760278,Cape May,NJ
38.754892,-76.902577,Prince Georges,MD
38.201944,-90.480833,Jefferson,MO
39.89266,-96.868947,Washington,KS
40.398105,-97.552132,Fillmore,NE
36.416877,-77.852815,Halifax,NC
30.236141,-92.008261,Lafayette,LA
40.783441,-79.164082,Indiana,PA
29.428038,-97.163955,Lavaca,TX
39.256395,-75.690361,Kent,DE
37.823333,-87.243889,Daviess,KY
37.090278,-83.694444,Clay,KY
43.681317,-85.228034,Mecosta,MI
42.586111,-70.975,Essex,MA
37.38,120.57,Castle AFB,CA
38.540317,-75.963015,Dorchester,MD
40.790615,-74.91675,Warren,NJ
41.669326,-74.893984,Sullivan,NY
39.911018,-87.824802,Vermilion,IL
34.776111,-81.010278,Chester,SC
39.928119,-77.288549,Adams,PA
32.632258,-90.854209,Issaquena,MS
41.69143,-71.576794,Kent,RI
40.30623,-90.422028,Fulton,IL
37.06266,-120.854387,Merced,CA
41.400749,-71.661455,Washington,RI
38.99,89.17,Vandalia,IL
44.835689,-105.373236,Campbell,WY
43.6154,-116.2161,Ada,ID
44.42,72.02,St Johnsbury,VT
27.416283,-98.535493,Duval,TX
34.116683,-85.337906,Floyd,GA
39.970556,-89.35,Logan,IL
37.577768,-84.928132,Boyle,KY
40.042759,-77.187725,Adams,PA
31.793696,-108.585695,Hidalgo,NM
31.483626,-89.320633,Jones,MS
34.548679,-77.940317,Pender,NC
40.985592,-98.221723,Merrick,NE
42.896854,-75.507562,Madison,NY
36.831515,-83.051838,Lee,VA
40.107222,-80.841389,Belmont,OH
43.476032,-72.410998,Windsor,VT
40.033067,-80.114506,Washington,PA
46.151354,-122.963421,Cowlitz,WA
41.347389,-97.274657,Butler,NE
40.993109,-74.308756,Morris,NJ
38.986111,-81.992222,Mason,WV
42.0875,-71.641667,Worcester,MA
42.347778,-123.332222,Josephine,OR
35.594326,-91.930081,Cleburne,AR
35.074444,-90.816667,Saint Francis,AR
41.200134,-92.135366,Keokuk,IA
40.91685,-97.334431,Seward,NE
40.825524,-75.869275,Carbon,PA
39.989708,-95.191594,Holt,MO
37.945059,-77.47135,Caroline,VA
43.042649,-91.119305,Crawford,WI
39.111667,-89.783889,Macoupin,IL
40.114569,-82.910504,Franklin,OH
39.155069,-76.721535,Anne Arundel,MD
39.521363,-78.906231,Allegany,MD
42.881216,-72.861316,Windham,VT
32.566944,-100.885,Scurry,TX
38.432228,-82.809442,Greenup,KY
40.409907,-79.023224,Westmoreland,PA
45.226727,-98.606568,Brown,SD
43.193333,-78.065,Orleans,NY
36.29547,-95.980368,Tulsa,OK
39.760027,-76.504167,York,PA
43.907222,-96.366944,Pipestone,MN
40.393611,-78.435833,Blair,PA
31.663896,-110.333414,Cochise,AZ
43.60434,-123.292562,Douglas,OR
61.735389,-157.195969,Bethel,AK
42.977734,-78.392906,Genesee,NY
28.39034,-80.604267,Brevard,FL
40.33822,-79.671221,Westmoreland,PA
35.974392,-86.107532,Cannon,TN
38.378214,-95.598201,Coffey,KS
39.759167,-87.105278,Parke,IN
37.780268,-93.447131,Polk,MO
39.262064,-77.005703,Howard,MD
41.73113,-87.731536,Cook,IL
42.493467,-122.808802,Jackson,OR
33.717778,-88.947778,Clay,MS
40.0969,-75.47,Chester,PA
38.925304,-79.847115,Randolph,WV
37.713188,-88.178503,Gallatin,IL
41.202422,-90.593583,Mercer,IL
39.646027,-104.990022,Arapahoe,CO
32.391507,-82.747939,Laurens,GA
45.877727,-68.369587,Aroostook,ME
36.724683,-81.004157,Grayson,VA
31.128304,-99.3372,Mcculloch,TX
36.575554,-86.235296,Sumner,TN
42.518889,-78.996111,Cattaraugus,NY
48.778825,-104.560032,Sheridan,MT
36.667693,-121.659589,Monterey,CA
38.975578,-92.507854,Boone,MO
40.417222,-79.223056,Westmoreland,PA
29.398889,-96.076667,Wharton,TX
35.925415,-95.165095,Cherokee,OK
45.592587,-95.542125,Pope,MN
44.089271,-104.635159,Weston,WY
37.032642,-80.236747,Floyd,VA
42.159574,-70.82172,Plymouth,MA
38.825194,-76.539113,Anne Arundel,MD
47.596571,-119.27582,Grant,WA
44.120556,-88.099167,Calumet,WI
43.234129,-76.821748,Wayne,NY
41.538378,-74.926224,Sullivan,NY
43.40242,-98.889656,Charles Mix,SD
46.812701,-103.016241,Stark,ND
38.531955,-89.620151,Clinton,IL
38.356538,-96.541849,Chase,KS
44.665556,-88.707222,Waupaca,WI
42.785892,-87.987273,Racine,WI
32.597465,-96.46369,Kaufman,TX
42.332194,-72.198585,Worcester,MA
30.532203,-99.916501,Kimble,TX
37.537959,-85.43003,Marion,KY
45.471944,-94.340556,Stearns,MN
31.911438,-98.152519,Hamilton,TX
42.297904,-74.389502,Greene,NY
45.94608,-108.342634,Yellowstone,MT
47.895381,-122.071562,Snohomish,WA
30.252057,-88.109644,Mobile,AL
35.37953,-120.844745,San Luis Obispo,CA
39.300937,-90.409211,Greene,IL
40.73136,-80.128564,Butler,PA
34.164206,-97.42487,Carter,OK
40.839352,-74.056646,Bergen,NJ
35.404873,-93.811494,Franklin,AR
32.627771,-85.358629,Lee,AL
41.191627,-95.431386,Pottawattamie,IA
48.593009,-110.68796,Hill,MT
43.662719,-116.700038,Canyon,ID
45.977778,-87.071667,Delta,MI
42.911973,-72.410277,Cheshire,NH
32.155278,-106.734444,Dona Ana,NM
37.176894,-84.929507,Casey,KY
39.588611,-89.414444,Christian,IL
42.119092,-84.497593,Jackson,MI
42.808611,-75.253056,Madison,NY
40.448659,-75.579983,Berks,PA
36.032573,-90.971504,Lawrence,AR
37.216721,-121.746021,Santa Clara,CA
48.911037,-111.107512,Liberty,MT
35.510482,-96.700879,Lincoln,OK
37.190833,-80.608333,Pulaski,VA
41.29117,-72.527973,Middlesex,CT
34.560626,-115.280344,San Bernardino,CA
26.293714,-98.596041,Starr,TX
41.258285,-73.941238,Westchester,NY
19.835283,-155.112994,Hawaii,HI
35.3337,-97.4922,Cleveland,OK
43.162509,-74.780932,Herkimer,NY
45.807561,-92.140419,Burnett,WI
41.351389,-76.034444,Luzerne,PA
38.699563,-104.700469,El Paso,CO
44.7793,-93.519748,Scott,MN
39.486944,-111.634444,Sanpete,UT
29.2855,-81.0561,Volusia,FL
42.941111,-100.255556,Cherry,NE
38.903633,-120.972963,El Dorado,CA
40.079167,-85.390556,Delaware,IN
44.047167,-70.450166,Androscoggin,ME
44.778001,-94.161554,Mcleod,MN
34.833706,-91.490028,Prairie,AR
37.238333,-94.417222,Jasper,MO
41.160239,-79.653443,Clarion,PA
31.396949,-102.354382,Crane,TX
48.169465,-117.150784,Pend Oreille,WA
30.673889,-92.426111,Evangeline,LA
41.472374,-74.056596,Orange,NY
37.992794,-120.259892,Tuolumne,CA
38.503611,-90.675833,Saint Louis,MO
41.5,74.1,Newburgh,NY
38.444141,-102.50536,Kiowa,CO
42.46744,-91.880343,Buchanan,IA
38.005834,-77.318498,Caroline,VA
42.277778,-73.277778,Berkshire,MA
28.96968,-95.371389,Brazoria,TX
35.438598,-88.3058,Henderson,TN
34.46056,-80.254434,Chesterfield,SC
38.809042,-81.701987,Jackson,WV
42.191111,-91.223889,Jones,IA
48.858695,-104.124708,Sheridan,MT
32.6336,-97.1469,Tarrant,TX
40.845557,-74.572519,Morris,NJ
38.141171,-98.067408,Reno,KS
43.979179,-69.619742,Lincoln,ME
36.186919,-83.090185,Greene,TN
38.525909,-105.997818,Chaffee,CO
42.426111,-76.226944,Cortland,NY
41.01846,-79.077809,Jefferson,PA
42.741389,-88.224167,Racine,WI
36.762571,-78.941494,Halifax,VA
42.85,73.93,Schenectady,NY
31.551075,-99.51363,Coleman,TX
38.750627,-90.416101,Saint Louis,MO
35.760843,-84.861464,Rhea,TN
38.332755,-79.102832,Augusta,VA
37.169098,-113.224706,Washington,UT
45.881944,-123.963056,Clatsop,OR
30.435278,-94.673056,Hardin,TX
41.320833,-74.285833,Orange,NY
29.02,-81.908333,Marion,FL
39.078123,-89.105147,Fayette,IL
42.490833,-74.9825,Otsego,NY
39.619232,-85.43212,Rush,IN
45.732265,-98.901544,Mcpherson,SD
33.75016,-117.857665,Orange,CA
32.563505,-82.569508,Emanuel,GA
42.832947,-74.759741,Otsego,NY
20.907097,-156.299983,Maui,HI
40.254084,-103.803119,Morgan,CO
33.045713,-84.15147,Lamar,GA
43.717905,-76.08203,Jefferson,NY
35.196629,-118.8336,Kern,CA
35.620556,-82.282778,Buncombe,NC
42.346389,-86.073056,Van Buren,MI
34.311033,-93.187236,Hot Spring,AR
29.768951,-99.747913,Real,TX
38.507754,-94.092604,Henry,MO
41.526925,-76.60079,Sullivan,PA
40.28,74.82,Trenton,NJ
40.669265,-86.862621,White,IN
40.357902,-94.68051,Nodaway,MO
33.955048,-118.355575,Los Angeles,CA
45.071856,-91.887055,Dunn,WI
43.479722,-76.315556,Oswego,NY
41.210995,-80.494442,Mercer,PA
45.551413,-90.115952,Price,WI
31.045278,-83.392222,Cook,GA
42.536468,-83.150317,Oakland,MI
36.006824,-92.391681,Baxter,AR
44.726347,-68.787597,Penobscot,ME
32.825055,-93.829268,Caddo,LA
44.237776,-95.273946,Redwood,MN
32.774646,-88.026652,Greene,AL
33.328889,-92.538333,Union,AR
41.088044,-80.86225,Mahoning,OH
37.958,-121.2876,San Joaquin,CA
39.45,74.57,Atlantic Cty,NJ
45.08552,-68.923491,Penobscot,ME
41.14202,-81.437565,Summit,OH
38.423137,-89.989604,Saint Clair,IL
27.445038,-99.001117,Webb,TX
42.752218,-75.541653,Chenango,NY
44.349012,-103.769841,Lawrence,SD
45.48,91.72,Rice Lake,WI
41.533255,-84.304833,Fulton,OH
37.73,-86.542778,Breckinridge,KY
40.283611,-85.9475,Tipton,IN
42.058085,-95.712542,Monona,IA
44.398111,-122.728561,Linn,OR
39.602013,-110.808117,Carbon,UT
37.963657,-101.596883,Hamilton,KS
44.532604,-99.454349,Hyde,SD
35.3925,-82.500833,Henderson,NC
30.78,83.28,Valdosta,GA
43.069444,-72.462222,Windham,VT
40.385155,-79.755157,Westmoreland,PA
38.455089,-82.450448,Lawrence,OH
29.25,-97.8375,Wilson,TX
33.164382,-84.930856,Troup,GA
39.325089,-81.541143,Wood,WV
44.504097,-74.860726,Saint Lawrence,NY
37.645278,-77.828333,Goochland,VA
42.738442,-71.666254,Hillsborough,NH
21.310833,-157.934444,Honolulu,HI
34.541896,-91.756616,Lonoke,AR
41.131843,-80.755293,Trumbull,OH
47.27,122.58,Tacoma,WA
41.479444,-74.465556,Orange,NY
41.593611,-87.694722,Cook,IL
40.234065,-84.412255,Shelby,OH
40.103401,-99.232189,Harlan,NE
43.120709,-71.902818,Hillsborough,NH
40.611111,-75.076389,Hunterdon,NJ
27.061461,-80.480277,Martin,FL
42.93,78.73,Buffalo,NY
35.229939,-91.669672,White,AR
39.312705,-83.800545,Clinton,OH
39.762505,-94.92546,Doniphan,KS
41.525328,-86.27144,St Joseph,IN
44.790833,-67.176111,Washington,ME
43.24043,-83.951073,Saginaw,MI
33.637778,-86.916667,Jefferson,AL
42.576293,-99.538732,Rock,NE
40.411574,-90.038972,Fulton,IL
42.117719,-96.718907,Thurston,NE
42.701246,-88.118037,Racine,WI
47.500744,-92.861693,Saint Louis,MN
48.45256,-96.472266,Marshall,MN
39.555366,-84.621911,Butler,OH
40.100781,-76.351169,Lancaster,PA
39.436148,-121.545389,Butte,CA
40.143141,-74.703249,Burlington,NJ
48.22,106.62,Glasgow,MT
44.536676,-90.888257,Clark,WI
33.519041,-96.451025,Grayson,TX
47.769558,-98.326035,Nelson,ND
37.566944,-112.053056,Garfield,UT
43.294343,-71.985048,Merrimack,NH
46.671784,-92.873942,Carlton,MN
38.837119,-81.419785,Roane,WV
42.246268,-121.333558,Klamath,OR
47.628644,-99.643361,Wells,ND
35.651844,-109.283168,Apache,AZ
38.042663,-89.566127,Perry,IL
37.469346,-95.310772,Neosho,KS
37.751581,-81.073104,Raleigh,WV
41.775884,-73.554382,Dutchess,NY
38.141232,-81.281354,Fayette,WV
36.923611,-82.796667,Wise,VA
39.515278,-84.609444,Butler,OH
31.024304,-92.510798,Rapides,LA
40.201891,-78.1406,Huntingdon,PA
40.185556,-80.674722,Brooke,WV
41.451806,-93.034778,Marion,IA
39.904444,-84.401667,Montgomery,OH
36.078814,-88.028036,Benton,TN
41.589444,-79.385278,Forest,PA
43.12,76.12,Syracuse,NY
36.559825,-84.434026,Scott,TN
39.292494,-122.195161,Colusa,CA
47.039364,-91.678264,Lake,MN
45.0994,-93.4878,Hennepin,MN
29.274979,-98.667741,Bexar,TX
40.693611,-83.787778,Hardin,OH
42.110917,-111.856516,Franklin,ID
32.0277,-108.6805,Hidalgo,NM
44.859035,-85.881392,Leelanau,MI
43.240377,-97.971285,Hutchinson,SD
45.156216,-88.883743,Langlade,WI
39.116812,-121.88138,Sutter,CA
34.682636,-84.473062,Gilmer,GA
41.436408,-92.176525,Keokuk,IA
41.811348,-80.375276,Crawford,PA
44.604416,-89.887532,Wood,WI
33.758701,-78.804448,Horry,SC
40.447527,-99.367233,Phelps,NE
40.788658,-97.291356,Seward,NE
42.515621,-74.039383,Albany,NY
37.13313,-79.955554,Franklin,VA
39.77604,-75.688873,New Castle,DE
41.569615,-81.525686,Cuyahoga,OH
36.751465,-92.818018,Douglas,MO
45.108645,-122.896185,Marion,OR
37.895421,-75.55283,Accomack,VA
44.583038,-67.714573,Washington,ME
43.897392,-91.231419,La Crosse,WI
31.578611,-91.299167,Adams,MS
65.713537,-158.534287,Northwest Arctic,AK
44.674865,-93.257802,Dakota,MN
42.89387,-85.761874,Kent,MI
37.286111,-113.7625,Washington,UT
35.210923,-78.09834,Wayne,NC
34.435231,-89.176706,Union,MS
45.351419,-122.856724,Washington,OR
42.207635,-86.052543,Van Buren,MI
42.558056,-88.001111,Kenosha,WI
39.032307,-87.539675,Sullivan,IN
39.4875,-87.188889,Clay,IN
39.404233,-83.959407,Clinton,OH
32.213873,-110.969445,Pima,AZ
43.721216,-71.002109,Carroll,NH
37.827778,-81.997778,Logan,WV
31.771111,-84.789444,Randolph,GA
38.697778,-83.093889,Scioto,OH
33.415278,-88.643889,Lowndes,MS
35.157466,-92.620435,Conway,AR
37.224905,-85.754174,Hart,KY
47.298889,-88.396389,Keweenaw,MI
44.171111,-70.366389,Androscoggin,ME
40.619333,-88.180414,Ford,IL
35.657395,-95.203326,Muskogee,OK
36.53562,-82.365558,Sullivan,TN
39.67703,-75.589938,New Castle,DE
43.569874,-90.127966,Sauk,WI
30.292982,-104.084835,Presidio,TX
38.300648,-76.531228,Saint Marys,MD
32.81561,-104.729921,Eddy,NM
44.36843,-85.015508,Missaukee,MI
35.128506,-106.361737,Bernalillo,NM
46.355107,-89.677422,Gogebic,MI
32.873488,-84.895953,Harris,GA
40.781111,-78.852778,Indiana,PA
32.234955,-99.82439,Taylor,TX
41.334851,-80.605894,Trumbull,OH
30.498288,-88.32825,Mobile,AL
39.744289,-80.096763,Greene,PA
39.931667,-79.882778,Fayette,PA
40.992964,-72.178958,Suffolk,NY
33.474146,-95.759107,Delta,TX
35.155278,-91.343056,Woodruff,AR
38.645305,-112.132434,Sevier,UT
34.34449,-79.192869,Dillon,SC
43.262888,-71.107122,Strafford,NH
35.066289,-85.398499,Marion,TN
32.982423,-87.791855,Greene,AL
33.656159,-101.228733,Crosby,TX
33.946407,-118.083801,Los Angeles,CA
43.179101,-74.676786,Fulton,NY
38.982938,-93.975731,Lafayette,MO
44.382683,-91.302953,Trempealeau,WI
44.92,123,Salem,OR
41.760882,-74.65344,Sullivan,NY
39.006442,-82.028215,Mason,WV
28.577492,-82.092975,Sumter,FL
36.488333,-119.984167,Fresno,CA
40.832978,-95.993045,Cass,NE
44.392554,-94.921783,Redwood,MN
36.288922,-99.879303,Ellis,OK
34.930507,-117.915384,Kern,CA
43.735363,-70.116878,Cumberland,ME
33.094023,-96.883574,Denton,TX
38.623854,-99.732806,Ness,KS
40.802312,-90.400898,Knox,IL
41.462168,-72.112556,New London,CT
40.697731,-76.166046,Schuylkill,PA
59.468471,-135.301794,Skagway Hoonah Angoon,AK
41.387229,-82.799426,Erie,OH
40.785511,-73.844955,Queens,NY
30.95629,-85.376596,Jackson,FL
40.301225,-74.177988,Monmouth,NJ
37.280007,-121.95539,Santa Clara,CA
44.112326,-69.113938,Knox,ME
31.240592,-101.478776,Reagan,TX
39.210556,-85.4325,Decatur,IN
38.773056,-83.413056,Adams,OH
44.701484,-122.047574,Marion,OR
40.795535,-76.419466,Northumberland,PA
41.326111,-89.301111,Bureau,IL
29.622816,-95.567764,Fort Bend,TX
34.734385,-108.693392,Cibola,NM
38.01261,-89.616961,Randolph,IL
38.964402,-95.241789,Douglas,KS
45.0493,-110.196258,Park,MT
39.589661,-115.994308,Eureka,NV
41.201519,-73.792626,Westchester,NY
46.09978,-123.2124,Columbia,OR
38.402897,-85.392819,Oldham,KY
42.360947,-76.771698,Schuyler,NY
31.500247,-96.94764,Mclennan,TX
21.927639,-159.790721,Kauai,HI
44.322655,-72.996432,Chittenden,VT
33.823075,-81.797242,Edgefield,SC
43.206965,-71.200423,Rockingham,NH
29.723937,-91.116497,Saint Mary,LA
35.403678,-99.281575,Washita,OK
40.735485,-96.132867,Otoe,NE
39.461944,-82.181944,Athens,OH
41.948773,-93.664354,Story,IA
42.224697,-72.719381,Hampshire,MA
36.960489,-82.473497,Wise,VA
38.250039,-92.135797,Osage,MO
34.156109,-114.565602,San Bernardino,CA
41.757294,-76.091214,Susquehanna,PA
40.144462,-101.218275,Hitchcock,NE
41.559887,-85.141953,Steuben,IN
38.542342,-85.664702,Clark,IN
36.13414,-96.142601,Tulsa,OK
40.528565,-79.058765,Indiana,PA
39.813675,-94.54212,Dekalb,MO
41.062935,-78.896147,Jefferson,PA
37.927682,-75.371369,Accomack,VA
34.994669,-81.224462,York,SC
33.00572,-110.772682,Gila,AZ
38.53851,-89.457841,Clinton,IL
42.900867,-85.705775,Kent,MI
34.828862,-118.879126,Kern,CA
38.694699,-77.143315,Fairfax,VA
42.98684,-94.095912,Kossuth,IA
42.570169,-84.835181,Eaton,MI
37.472222,-82.754167,Floyd,KY
44.549134,-116.442969,Adams,ID
44.605486,-95.317757,Redwood,MN
31.517602,-99.127729,Brown,TX
35.388498,-97.730888,Canadian,OK
36.595061,-77.197519,Southampton,VA
36.919523,-80.319054,Floyd,VA
35.148164,-119.455674,Kern,CA
36.309644,-76.543586,Perquimans,NC
39.532778,-106.393333,Eagle,CO
38.253276,-78.554612,Greene,VA
46.590098,-117.169243,Whitman,WA
39.614113,-90.433696,Scott,IL
37.338888,-95.269288,Labette,KS
45.398056,-92.987222,Chisago,MN
44.38,98.22,Huron,SD
34.77,114.62,Needles,CA
